"GeneID","03-11-2O_young","06-10-2O_old","08-11-2O_young","13-10-2O_young","18-08-2O_old","23-05-2O_old","29-09-2O_old","30-06-2O_young"
"ENSMUSG00000115789",0,0,0,0,0,0,0,0
"ENSMUSG00000115791",0,0,0,0,2.862,0,0,2.844
"ENSMUSG00000115792",15.38,1,25.013,15.897,59.042,17.124,19.534,29.904
"ENSMUSG00000115795",0,0,0,0,0,0,0,0
"ENSMUSG00000115797",0,0,0,0,0,0,0,0
"ENSMUSG00000115798",0,0,0,0,0,0,0,0
"ENSMUSG00000115799",0,0,0,0,0,0,0,0
"ENSMUSG00000115800",0,0,0,0,0,0,0,0
"ENSMUSG00000115802",1,0,0,2,0,1,1,0
"ENSMUSG00000115805",0,0,0,0,0,0,0,0
"ENSMUSG00000115807",0,0,0,0,0,0,0,0
"ENSMUSG00000115808",38.014,33,49.021,48,28,40,75.951,23
"ENSMUSG00000115809",0,0,0,0,0,0,0,0
"ENSMUSG00000115812",13,8,10.001,10,41,37,16,35
"ENSMUSG00000115814",25.408,22.271,17.761,21.164,49.755,16.164,23.968,40.92
"ENSMUSG00000115815",0,0,0,0,0,0,0,0
"ENSMUSG00000115818",0,0,0,0,0,0,0,0
"ENSMUSG00000115819",0,0,0,0,0,1.001,1,0
"ENSMUSG00000115824",0,0,0,0,0,0,3,0
"ENSMUSG00000115826",0,0,0,0,0,0,0,0
"ENSMUSG00000115827",0,0,0,0,0,0,0,0
"ENSMUSG00000115828",3.034,0,0,0,4,0,0,0
"ENSMUSG00000115830",0,0,0,0,0,0,0,0
"ENSMUSG00000115831",0,0,0,0,0,1,0,2
"ENSMUSG00000115832",0,0,0,0,0,0,0,0
"ENSMUSG00000115833",6,0,5,5,11,12,7,14
"ENSMUSG00000115836",0,0,0,0,3,1,0,0
"ENSMUSG00000115838",0,0,0,0,0,0,0,4
"ENSMUSG00000115841",0,0,0,0,0,0,0,1
"ENSMUSG00000115843",0,0,0,0,0,0,0,4.498
"ENSMUSG00000115844",0,0,0,0,0,0,0,0
"ENSMUSG00000115847",2,0,0,0,11,0,0,0
"ENSMUSG00000115848",4,2,0,0,1,5,3,2
"ENSMUSG00000115852",71.886,40.918,52.301,107.248,51.663,66.733,37.227,115.37
"ENSMUSG00000115856",1,6,12,6,6,4,5,7
"ENSMUSG00000115860",0,0,0,0,0,0,0,0
"ENSMUSG00000115863",0,0,0,0,0,0,0,0
"ENSMUSG00000115866",0,0,0,0,0,0,0,0
"ENSMUSG00000115868",0,0,0,0,0,1.062,0,0
"ENSMUSG00000115875",0,0,0,0,0,0,0,0
"ENSMUSG00000115877",2,0,0,0,0,0,0,0
"ENSMUSG00000115882",6,4,5,3.001,17,9,4,21.006
"ENSMUSG00000115885",0,0,0,0,0,0,0,0
"ENSMUSG00000115894",2,0,0,0,0,0,0,1
"ENSMUSG00000115903",0,0,0,0,0,0,0,0
"ENSMUSG00000115908",0,0,0,0,0,0,0,0
"ENSMUSG00000115911",0,1,0,1,0,0,0,0
"ENSMUSG00000115914",0,0,0,0,0,0,0,0
"ENSMUSG00000115916",1,0,0,0,0,2,0,0
"ENSMUSG00000115917",0,1,0,0,2,0,0,0
"ENSMUSG00000115920",44.866,43.58,37.884,33.277,59.145,37.364,44.539,76.356
"ENSMUSG00000115921",1,0,0,0,0,0,0,0
"ENSMUSG00000115926",0,9,2,3,5,1,3,3
"ENSMUSG00000115928",0,0,0,0,0,0,0,0
"ENSMUSG00000115931",0,0,0,0,0,0,0,0
"ENSMUSG00000115938",2.092,0,2.476,1.037,4.751,2.203,1.031,1.044
"ENSMUSG00000115948",0,0,0,0,0,0,0,0
"ENSMUSG00000115952",0,0,0,0,0,0,0,0
"ENSMUSG00000115958",0,0,4.86,2.988,16,5,9.07,0
"ENSMUSG00000115959",15,6,0,6,0,0,2,0
"ENSMUSG00000115964",0,0,0,0,0,0,0,0
"ENSMUSG00000115983",0,0,0,0,0,0,0,0
"ENSMUSG00000115985",0,0,0,0,0,0,0,0
"ENSMUSG00000115987",1760.416,2639,2797.593,1933.998,3325.273,2621.249,1887.086,2698.997
"ENSMUSG00000115989",0,0,0,0,0,0,0,0
"ENSMUSG00000115993",0,0,0,0,0,0,0,2
"ENSMUSG00000115997",1,0,0,0,1,0,0,0
"ENSMUSG00000116007",0,0,0,0,0,0,0,0
"ENSMUSG00000116008",0,0,0,0,0,0,0,0
"ENSMUSG00000116013",0,0,0,0,0,0,0,0
"ENSMUSG00000116016",0,0,0,0,0,0,0,0
"ENSMUSG00000116017",0,0,0,0,0,0,0,0
"ENSMUSG00000116024",2.632,1.906,0,2.2,0,12.644,0,5.886
"ENSMUSG00000116025",0,0,0,0,0,0,0,0
"ENSMUSG00000116030",14,11,6,12,0,7,7,11
"ENSMUSG00000116039",0,0,0,0,0,1,0,0
"ENSMUSG00000116041",0,0,0,0,0,0,0,0
"ENSMUSG00000116044",0,0,3,0,0,0,0,3
"ENSMUSG00000116048",7564.936,6462.523,9112.269,8072.428,8990.307,8849.521,7139.861,10715.74
"ENSMUSG00000116057",0,0,0,0,0,0,0,0
"ENSMUSG00000116058",0,0,0,0,0,0,0,0
"ENSMUSG00000116069",2.656,28.663,17.961,6.688,15.875,0,0,16.174
"ENSMUSG00000116071",0,0,0,0,0,0,0,0
"ENSMUSG00000116074",0,2.21,0,0,0,0,0,0
"ENSMUSG00000116079",0,0,0,0,0,0,3,2
"ENSMUSG00000116083",4.693,1.127,4.403,2.236,3.736,0,1.178,4.875
"ENSMUSG00000116089",0,0,0,1,0,0,0,1
"ENSMUSG00000116090",4.527,3.335,5.65,1.109,6.866,3.356,3.265,3.308
"ENSMUSG00000116093",0,0,0,0,0,0,0,0
"ENSMUSG00000116095",0,0,0,0,0,0,0,0
"ENSMUSG00000116102",0,0,0,0,0,0,0,0
"ENSMUSG00000116104",0,0,0,0,0,0,0,0
"ENSMUSG00000116107",0,0,0,0,1,0,0,0
"ENSMUSG00000116113",5.001,0,4.002,13.005,5.002,2,3.001,14.005
"ENSMUSG00000116117",0,0,0,0,0,0,0,0
"ENSMUSG00000116118",5.314,0,0,0,1.018,1.567,0,1.085
"ENSMUSG00000116120",0,1,1,0,5,2,1,0
"ENSMUSG00000116121",26.081,39.221,28.793,23.73,64.417,30.059,25.332,42.147
"ENSMUSG00000116122",0,0,0,3,2,1,0,0
"ENSMUSG00000116127",1,0,0,2,1,2,0,0
"ENSMUSG00000116129",0,0,0,0,0,0,0,0
"ENSMUSG00000116131",0,0,0,1,0,0,0,0
"ENSMUSG00000116136",0,0,0,0,0,0,0,0
"ENSMUSG00000116138",683.001,1276.999,779.024,709.043,1223.923,771,511,826.576
"ENSMUSG00000116140",0,0,0,0,0,0,0,0
"ENSMUSG00000116149",0,0,0,0,0,0,0,0
"ENSMUSG00000116151",0,0,0,0,0,0,0,0
"ENSMUSG00000116155",0,0,2,0,0,0,0,0
"ENSMUSG00000116157",0,0,0,0,0,0,0,0
"ENSMUSG00000116158",4,2.816,10.726,3.012,0,0,4.93,4
"ENSMUSG00000116165",177.399,207.087,185.264,267.273,253.961,206,195,213.71
"ENSMUSG00000116166",0,NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116168",0,0,0,0,0,0,0,1
"ENSMUSG00000116170",1,0,0,1,0,0,0,1
"ENSMUSG00000116174",0,3.287,0,0,1.018,0.971,2.094,1.163
"ENSMUSG00000116178",0,0,0,0,0,0,0,0
"ENSMUSG00000116179",0,0,0,0,0,0,0,0
"ENSMUSG00000116182",0,0,0,1.001,1,0,0,1
"ENSMUSG00000116183",2,0,5,0,1,0,0,0
"ENSMUSG00000116184",0,NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000116187",7,0,1,1,0,3,3,5
"ENSMUSG00000116188",0,0,0,0,0,0,0,0
"ENSMUSG00000116191",0,0,0,0,0,0,0,0
"ENSMUSG00000116192",1,0,0,1,0,0,0,0
"ENSMUSG00000116194",0,0,0,0,0,0,0,0
"ENSMUSG00000116202",1,0,1,0,0,0,0,1
"ENSMUSG00000116207",885.435,1984.738,913.11,1304.071,1051.419,1252.503,1284.574,1313.819
"ENSMUSG00000116210",0,0,1,0,0,0,0,1
"ENSMUSG00000116212",0,0,0,0,0,0,0,0
"ENSMUSG00000116213",0,0,0,0,0,0,0,0
"ENSMUSG00000116215",0,0,0,0,0,0,0,0
"ENSMUSG00000116217",0,4,0,1,2,1,0,0
"ENSMUSG00000116219",0,0,0,0,0,0,0,0
"ENSMUSG00000116222",0,0,0,0,0,0,0,0
"ENSMUSG00000116234",0,0,1,0,0,1,1,0
"ENSMUSG00000116239",1,3,3,6,0,0,3,2
"ENSMUSG00000116241",0,0,0,3,0,1,2,0
"ENSMUSG00000116242",1,0,0,0,0,0,0,0
"ENSMUSG00000116244",0,0,0,0,0,0,0,0
"ENSMUSG00000116255",0,0,0,0,0,0,0,1
"ENSMUSG00000116263",0,0,0,0,0,0,0,0
"ENSMUSG00000116265",0,0,0,0,0,0,0,0
"ENSMUSG00000116274",0,0,0,0,2,1,0,3
"ENSMUSG00000116280",0,0,0,0,0,0,0,0
"ENSMUSG00000116284",3,0,0,0,0,0,0,0
"ENSMUSG00000116291",1,0,0,3.001,0,0,1,0
"ENSMUSG00000116292",0,0,0,0,0,0,0,0
"ENSMUSG00000116297",0,0,0,0,0,0,0,0
"ENSMUSG00000116300",0,0,0,0,0,0,0,0
"ENSMUSG00000116301",0,0,0,0,0,0,3,1
"ENSMUSG00000116303",0,0,0,0,0,0,0,0
"ENSMUSG00000116304",0,0,0,0,0,0,0,0
"ENSMUSG00000116314",0,0,0,1.002,0,2,0,0
"ENSMUSG00000116317",0,0,0,0,0,0,0,1
"ENSMUSG00000116323",0,0,0,0,0,0,0,0
"ENSMUSG00000116325",0,1,0,0,0,0,0,0
"ENSMUSG00000116335",0,0,0,0,0,0,0,0
"ENSMUSG00000116336",0,0,1,0,3,0,0,0
"ENSMUSG00000116341",0,0,0,0,1,0,0,0
"ENSMUSG00000116343",0.982,0,2.001,1,0,0,0,3
"ENSMUSG00000116345",0,0,5,0,1,0,0,1
"ENSMUSG00000116347",0,3.131,1.161,0,3.794,1.309,2.843,0
"ENSMUSG00000116348",3,0,1,1,0,0,2,5
"ENSMUSG00000116352",0,0,0,0,0,0,0,4
"ENSMUSG00000116354",0,0,0,0,0,0,0,0
"ENSMUSG00000116355",0,0,0,0,0,0,0,0
"ENSMUSG00000116356",0,0,0,0,0,0,0,0
"ENSMUSG00000116358",0,0,0,0,0,0,3.408,0
"ENSMUSG00000116365",0,0,0,0,0,0,0,0
"ENSMUSG00000116367",0,0,0,0,0,0,0,0
"ENSMUSG00000116368",0,0,0,0,0,0,0,0
"ENSMUSG00000116376",3,1,2,4,1,0,5,1
"ENSMUSG00000116378",0,0,0,50.965,3.422,0,0,0
"ENSMUSG00000116383",0,0,0,0,0,0,0,0
"ENSMUSG00000116385",0,0,0,1,0,0,0,0
"ENSMUSG00000116386",2,3,1,1,2,1,2,4
"ENSMUSG00000116388",0,0,0,0,0,0,0,0
"ENSMUSG00000116398",0,0,0,0,0,0,1,0
"ENSMUSG00000116400",11,6,7,12,15,24.031,11,15
"ENSMUSG00000116403",0,0,0,0,0,0,0,0
"ENSMUSG00000116404",0,0,0,0,1,0,0,0
"ENSMUSG00000116406",0.968,0,0.989,0,0,0,0,0
"ENSMUSG00000116412",0,0,0,0,0,0,0,0
"ENSMUSG00000116414",7,3.565,0,4,3,1,4,4.023
"ENSMUSG00000116416",0,0,0,0,0,1,0,0
"ENSMUSG00000116419",0,0,0,0,0,0,0,0
"ENSMUSG00000116423",0,1.007,0,0,2.01,0,1.004,0
"ENSMUSG00000116424",4,0,1,0,2,0,0,0
"ENSMUSG00000116429",0,0,0,0,0,0,0,0
"ENSMUSG00000116438",6.001,19.035,6.422,8.516,19.003,5,9.002,6.002
"ENSMUSG00000116439",0,1,1,0,0,3,2,2
"ENSMUSG00000116442",0,0,0,1,0,0,0,0
"ENSMUSG00000116449",0,0,0,0,0,0,0,0
"ENSMUSG00000116461",152.618,118.371,124.424,194.306,236.015,290.184,214.135,262.716
"ENSMUSG00000116464",1,1,1,0,0,0,0,1
"ENSMUSG00000116467",0,0,0,0,0,0,0,0
"ENSMUSG00000116472",0,0,0,0,0,1,0,0
"ENSMUSG00000116475",0,0,0,0,0,0,0,0
"ENSMUSG00000116478",10,3,1,6,16,6,4,13
"ENSMUSG00000116481",1,0,0,0,0,0,0,0
"ENSMUSG00000116490",0,0,0,0,1,0,0,0
"ENSMUSG00000116499",0,0,0,0,0,0,0,1.001
"ENSMUSG00000116514",0,0,0,0,0,0,0,0
"ENSMUSG00000116516",0,0,0,0,0,0,0,0
"ENSMUSG00000116519",1,0,2,2,0,0,0,5
"ENSMUSG00000116521",2,0,1,0,3,0,0,2
"ENSMUSG00000116528",1,0,0,0,0,0,0,0
"ENSMUSG00000116529",0,0,0,0,0.998,1,1,0
"ENSMUSG00000116531",0,0,0,0,0,0,0,0
"ENSMUSG00000116532",0,0,0,0,0,0,0,0
"ENSMUSG00000116533",0,0,0,0,0,0,0,0
"ENSMUSG00000116535",2,0,0,0,0,0,0,0
"ENSMUSG00000116536",8.981,1,3.001,11,7.04,5.082,6.013,18.786
"ENSMUSG00000116538",1,0,0,0,0,0,0,3
"ENSMUSG00000116540",0,0,0,0,0,1,0,2
"ENSMUSG00000116542",0,0,0,0,0,0,0,0
"ENSMUSG00000116544",0,0,0,0,0,0,1,0
"ENSMUSG00000116545",0,0,0,2,0,0,0,0
"ENSMUSG00000116547",0,0,0,0,0,0,0,0
"ENSMUSG00000116549",0,1,0,0,1,0,0,0
"ENSMUSG00000116550",0,0,0,0,0,0,0,0
"ENSMUSG00000116552",0,0,0,0,0,0,0,0
"ENSMUSG00000116553",0,0,0,0,0,0,0,0
"ENSMUSG00000116558",0,0,0,0,0,0,0,0
"ENSMUSG00000116559",0,0,0,0,0,0,0,2
"ENSMUSG00000116560",0,2.996,5.34,0,1.437,6.14,18.846,0
"ENSMUSG00000116561",3.009,0,0,2.002,3.328,0,0,0
"ENSMUSG00000116562",0,0,0,0,0,0,0,0
"ENSMUSG00000116563",0,0,0,0,0,0,0,0
"ENSMUSG00000116564",1966.269,1750.24,1746.943,2162.545,1850.903,1805.806,2111.996,2137.376
"ENSMUSG00000116565",0,0,0,0,0,2,0,0
"ENSMUSG00000116566",0,0,0,0,0,0,0,0
"ENSMUSG00000116567",0,0,0,0,0,0,0,0
"ENSMUSG00000116578",0,0,0,0,0,0,0,0
"ENSMUSG00000116580",0,0,0,0,0,0,0,0
"ENSMUSG00000116583",0,0,0,0,0,0,0,0
"ENSMUSG00000116592",0,0,0,0,0,0,0,0
"ENSMUSG00000116593",0,0,0,0,0,0,0,0
"ENSMUSG00000116594",0,0,26.853,10.807,0,0,16.884,0
"ENSMUSG00000116596",1,0,0,1,0,0,0,2
"ENSMUSG00000116598",1,0,0,0,0,1,0,0
"ENSMUSG00000116599",0,0,0,0,0,0,0,0
"ENSMUSG00000116603",0,0,0,0,1,0,0,1
"ENSMUSG00000116605",0,0,2,0,2,3,7,3
"ENSMUSG00000116609",0,0,0,0,0,2,0,0
"ENSMUSG00000116612",0,1,0,0,0,0,0,0
"ENSMUSG00000116614",0,0,0,0,0,0,0,0
"ENSMUSG00000116620",4.151,1.004,1.004,3.015,1.002,2.005,0,7.142
"ENSMUSG00000116621",0,0,0,0,0,0,0,0
"ENSMUSG00000116622",0,0,0,0,0,0,0,0
"ENSMUSG00000116623",0,0,0,0,0,0,0,0
"ENSMUSG00000116625",0,0,0,0,0,0,0,0
"ENSMUSG00000116629",0,0,3,0,1,0,0,0
"ENSMUSG00000116630",3,3,0,1,2,2,1,2
"ENSMUSG00000116631",0,0,0,0,2,0,0,0
"ENSMUSG00000116632",297.004,313,255.957,292.992,545.051,406.058,303.001,366.184
"ENSMUSG00000116633",1,4,5,5,4,5,11,4
"ENSMUSG00000116634",0,0,0,0,0,0,0,0
"ENSMUSG00000116635",2,0,1,3,1,9.001,3,8
"ENSMUSG00000116636",6,0,1,4,0,0,0,1
"ENSMUSG00000116637",0,0,0,0,0,0,0,0
"ENSMUSG00000116638",0,0,0,0,0,0,0,0
"ENSMUSG00000116640",1.119,2.364,4.621,2.397,2.27,1.071,2.323,3.479
"ENSMUSG00000116642",0,0,0,0,0,0,0,0
"ENSMUSG00000116643",0,0,0,0,0,0,0,0
"ENSMUSG00000116647",0,0,0,0,0,0,0,2
"ENSMUSG00000116648",0,1.191,0,0,3.993,1.19,0,0
"ENSMUSG00000116649",2,0,0,0,3,0,0,3
"ENSMUSG00000116650",0,0,0,0,0,0,0,0
"ENSMUSG00000116651",0,0,0,0,0,0,0,0
"ENSMUSG00000116652",44,66,3,6,30,12,8,12
"ENSMUSG00000116653",0,0,0,0,0,0,0,0
"ENSMUSG00000116659",0,0,0,0,0,0,0,0
"ENSMUSG00000116661",0,0,0,0,0,0,0,0
"ENSMUSG00000116662",0,0,0,0,0,0,0,0
"ENSMUSG00000116663",0,0,0,0,0,0,0,0
"ENSMUSG00000116664",0,0,0,0,0,0,0,0
"ENSMUSG00000116666",0,0,0,0,0,0,0,0
"ENSMUSG00000116667",0,0,0,0,0,0,0,0
"ENSMUSG00000116668",0,0,1,0,0,0,0,0
"ENSMUSG00000116669",0,0,0,0,0,0,0,0
"ENSMUSG00000116670",0,0,0,0,0,0,0,0
"ENSMUSG00000116671",0,0,0,0,0,0,0,0
"ENSMUSG00000116672",1,1.858,0,1,0,0,0,1
"ENSMUSG00000116673",516.643,381.818,337.022,461.161,438.686,442.202,388.174,542.869
"ENSMUSG00000116675",0,0,0,0,0,0,0,0
"ENSMUSG00000116676",1,0,1,0,2,0,0,0
"ENSMUSG00000116678",0,0,0,0,0,0,0,0
"ENSMUSG00000116679",0,0,0,0,0,0,0,0
"ENSMUSG00000116680",0,0,0,0,0,0,0,0
"ENSMUSG00000116685",0,0,0,0,0,0,0,0
"ENSMUSG00000116686",1,0,0,0,2,0,0,0
"ENSMUSG00000116687",0,0,0,0,0,0,0,0
"ENSMUSG00000116688",0,0,0,0,0,0,0,0
"ENSMUSG00000116691",0,0,0,0,0,0,0,0
"ENSMUSG00000116694",2,0,0,0,0,0,0,0
"ENSMUSG00000116696",0,0,0,2,1,0,1,0
"ENSMUSG00000116698",0,0,0,0,0,0,0,0
"ENSMUSG00000116700",0,0,0,0,0,0,0,0
"ENSMUSG00000116702",0,2,0,0,5.07,0,0,0
"ENSMUSG00000116703",0,0,0,2,0,0,4,0
"ENSMUSG00000116704",9.013,0,4.009,4.009,0,2.004,4.008,0
"ENSMUSG00000116708",0,0,0,0,1,0,0,0
"ENSMUSG00000116710",0,0,0,0,0,0,0,0
"ENSMUSG00000116711",0,0,0,0,0,0,0,0
"ENSMUSG00000116713",0,0,0,0,0,0,0,0
"ENSMUSG00000116715",35.272,29.037,53.982,50.273,27.414,56.755,30.789,41.784
"ENSMUSG00000116721",0,0,0,0,0,0,0,0
"ENSMUSG00000116722",0,0,0,0,0,0,0,0
"ENSMUSG00000116727",0,0,0,0,0,0,0,0
"ENSMUSG00000116728",0,0,0,0,1,0,0,0
"ENSMUSG00000116729",0,0,0,0,0,0,0,0
"ENSMUSG00000116731",0,0,0,0,0,0,0,0
"ENSMUSG00000116732",0,0,0,0,0,0,0,0
"ENSMUSG00000116734",0,0,0,0,0,0,0,0
"ENSMUSG00000116741",3,0,1,0,0,0,0,0
"ENSMUSG00000116742",0,0,0,0,0,0,0,0
"ENSMUSG00000116746",0,0,0,0,1,0,0,0
"ENSMUSG00000116748",0,0,0,0,0,0,0,0
"ENSMUSG00000116749",0,0,0,0,0,0,0,0
"ENSMUSG00000116756",0,0,0,0,3,0,0,0
"ENSMUSG00000116757",2.042,1.026,0,0,1.114,0,0,3.085
"ENSMUSG00000116758",0,0,0,0,0,0,0,0
"ENSMUSG00000116761",0,0,0,0,0,0,2,0
"ENSMUSG00000116768",5,3,0,0,0,0,3,0
"ENSMUSG00000116773",0,0,0,0,0,0,0,0
"ENSMUSG00000116774",0,0,0,0,0,0,0,0
"ENSMUSG00000116776",0,0,0,0,1,0,0,4.328
"ENSMUSG00000116777",11,4,0,4,2,1,10,3
"ENSMUSG00000116778",28.007,5.001,16.015,7.004,17.003,2,22.005,13.002
"ENSMUSG00000116779",5,1,4,0,0,3,0,2
"ENSMUSG00000116780",1.557,1.42,0,2.643,0,9.878,8.566,2.183
"ENSMUSG00000116782",1,0,0,1,0,0,0,0
"ENSMUSG00000116783",1,0,0,0,0,0,0,0
"ENSMUSG00000116784",1,0,0,1,0,0,1,4
"ENSMUSG00000116785",0,0,0,0,0,0,0,0
"ENSMUSG00000116788",0,0,0,0,0,0,0,0
"ENSMUSG00000116790",0,0,0,0,0,0,0,0
"ENSMUSG00000116791",0,0,2,2,0,0,0,0
"ENSMUSG00000116794",0,0,0,0,4,3,0,0
"ENSMUSG00000116798",154,67.013,131,258,18,36,13,147
"ENSMUSG00000116803",1,0,0,1,0,0,0,0
"ENSMUSG00000116804",0,0,0,0,0,0,0,0
"ENSMUSG00000116806",0,0,0,0,0,0,0,0
"ENSMUSG00000116807",0,0,0,0,1,0,0,3
"ENSMUSG00000116808",0,0,0,0,0,0,0,1
"ENSMUSG00000116811",2.636,5.644,6.709,5.919,1.007,4.053,4.208,2.794
"ENSMUSG00000116812",4.512,10.173,0,6.254,0,12.96,15.59,1.15
"ENSMUSG00000116815",78.843,70.993,74.946,134.903,52.766,102.221,101.969,116.44
"ENSMUSG00000116816",0,0,0,0,0,0,0,0
"ENSMUSG00000116817",29.043,9,19,37,6,4,4,32
"ENSMUSG00000116818",0,0,0,0,0,0,0,0
"ENSMUSG00000116820",1,0,0,0,0,0,1,0
"ENSMUSG00000116821",0,1,0,0,0,0,0,0
"ENSMUSG00000116824",0,0,1,0,1,0,3,3
"ENSMUSG00000116825",4.007,0,3.025,1.007,2.265,0,4.272,1.006
"ENSMUSG00000116826",0,0,0,1,0,0,0,2
"ENSMUSG00000116827",1,0,3,1,0,2,1,0
"ENSMUSG00000116828",0,0,0,0,0,0,0,0
"ENSMUSG00000116829",2,3,0,0,5,1,1,0
"ENSMUSG00000116833",0,0,0,0,0,0,0,0
"ENSMUSG00000116834",0,0,0,0,0,0,0,0
"ENSMUSG00000116835",8.663,1.68,0,12.019,29.934,8.226,7.213,3.618
"ENSMUSG00000116837",0,0,0,0,0,0,0,0
"ENSMUSG00000116838",7.017,11.035,6.017,11.432,17.065,15.336,10.045,27.82
"ENSMUSG00000116841",0,0,0,0,0,0,0,0
"ENSMUSG00000116845",0,0,0,0,0,0,0,0
"ENSMUSG00000116847",0,1,0,1.001,0,0,0,0
"ENSMUSG00000116853",0,0,0,0,0,0,0,0
"ENSMUSG00000116854",0,0,0,0,0,0,0,0
"ENSMUSG00000116855",0,0,0,0,0,0,0,0
"ENSMUSG00000116857",1,0,2,1,1,1,0,0
"ENSMUSG00000116859",0,0,0,0,0,0,0,0
"ENSMUSG00000116860",0,0,0,0,0,3,0,0
"ENSMUSG00000116861",0,0,2.001,0,0,0,0,1
"ENSMUSG00000116863",1,4,1,2,0,1,6,3
"ENSMUSG00000116864",21.056,5.4,13.382,30.639,5.152,4.803,3.054,18.554
"ENSMUSG00000116866",3,0,0,1,0,1,0,0
"ENSMUSG00000116868",0,0,0,0,0,2.772,2.307,0
"ENSMUSG00000116872",5.059,0,3.001,4.037,15,1.007,0,1.007
"ENSMUSG00000116873",0,0,2,1,2,0,0,0
"ENSMUSG00000116875",0,395.236,0,85.022,6.61,24.495,0,25.313
"ENSMUSG00000116876",4.217,0,12.234,19.909,22.415,26.064,28.445,23.549
"ENSMUSG00000116880",0,0,0,0,0,0,0,0
"ENSMUSG00000116886",0,0,0,0,0,0,0,0
"ENSMUSG00000116887",0,1,0,0,0,1,0,0
"ENSMUSG00000116889",0,0,0,0,0,0,0,0
"ENSMUSG00000116892",2,1,0,8,1,6,3,6
"ENSMUSG00000116893",0,1,0,0,1,3,0,2
"ENSMUSG00000116895",66.048,112.397,58.653,73.116,72.351,66.64,53.701,44.995
"ENSMUSG00000116896",0,0,0,0,0,0,0,0
"ENSMUSG00000116897",0,0,0,0,0,0,0,0
"ENSMUSG00000116899",0,0,0,0,0,0,0,0
"ENSMUSG00000116900",2,0,0,0,1,0,2,1
"ENSMUSG00000116901",0,0,0,0,0,0,0,0
"ENSMUSG00000116904",0,0,0,0,0,0,0,0
"ENSMUSG00000116905",0,0,0,0,0,0,0,0
"ENSMUSG00000116906",0,0,0,0,0,0,0,0
"ENSMUSG00000116910",0,0,0,0,0,0,0,1
"ENSMUSG00000116911",0,0,0,0,0,0,0,0
"ENSMUSG00000116912",0,0,1.005,0,0,0,1.005,0
"ENSMUSG00000116914",0,0,0,0,0,0,0,0
"ENSMUSG00000116915",0,0,0,0,0,0,0,0
"ENSMUSG00000116916",0,0,0,0,0,1,0,0
"ENSMUSG00000116918",0,0,0,0,0,0,0,0
"ENSMUSG00000116919",3,4,0,0,3,5,3,1
"ENSMUSG00000116921",0,0,3,0,2.056,0,0,1.017
"ENSMUSG00000116923",0,0,0,0,0,0,0,0
"ENSMUSG00000116925",0,4.457,3.304,1.747,0,0,0,0
"ENSMUSG00000116926",4,0,1,0,10,1,0,2
"ENSMUSG00000116928",0,0,0,0,0,0,0,0
"ENSMUSG00000116930",4.692,11.041,8.787,20.492,3.234,0,1.083,13.4
"ENSMUSG00000116931",0,0,0,0,0,0,0,0
"ENSMUSG00000116932",0,0,0,0,0,0,0,0
"ENSMUSG00000116933",0,0,0,0,0,0,0,0
"ENSMUSG00000116934",0,0,0,0,0,2,0,0
"ENSMUSG00000116935",0,0,0,0,1.072,0,2,0
"ENSMUSG00000116936",0,0,4.01,0,3,2,2,0
"ENSMUSG00000116938",0,0,0,0,0,0,0,0
"ENSMUSG00000116939",0,0,0,0,0,0,0,0
"ENSMUSG00000116940",14,20.004,26,6,17,13,9,13.004
"ENSMUSG00000116941",5,0,0,2,2,1,4,3
"ENSMUSG00000116942",1,5,1,6,1,6,1,4
"ENSMUSG00000116943",6,2,0,4,2,0,10,3
"ENSMUSG00000116944",0,0,0,0,0,0,0,2
"ENSMUSG00000116945",0,0,0,4,0,0,1,0
"ENSMUSG00000116948",0,0,0,0,0,0,0,0
"ENSMUSG00000116949",0,2,7.008,0,17,2.001,5.003,7
"ENSMUSG00000116950",3,1,1,0,5,5,2,6
"ENSMUSG00000116952",0,0,0,0,0,0,0,0
"ENSMUSG00000116953",688.172,654.272,537.968,738.504,837.48,858.012,727.231,850.267
"ENSMUSG00000116954",1,0,4,0,5,1,0,0
"ENSMUSG00000116956",0,0,0,0,0,0,0,0
"ENSMUSG00000116958",0,0,0,0,0,0,0,0
"ENSMUSG00000116960",4,0,3,0,6,0,0,1
"ENSMUSG00000116962",14.134,10.231,38.904,13.244,66.21,21.413,19.544,27.398
"ENSMUSG00000116963",0,0,0,0,0,0,0,0
"ENSMUSG00000116966",0,0,0,0,0,0,0,0
"ENSMUSG00000116967",0,0,0,0,0,0,0,0
"ENSMUSG00000116969",0,0,0,0,0,0,0,0
"ENSMUSG00000116972",16.669,12.398,8.384,9.818,6.991,12.545,5.206,34.574
"ENSMUSG00000116977",0,0,0,0,0,0,0,0
"ENSMUSG00000116978",0,0,0,0,0,0,0,0
"ENSMUSG00000116980",0,0,1,0,0,0,0,0
"ENSMUSG00000116981",0,0,0,1,0,0,0,0
"ENSMUSG00000116985",0,0,0,0,0,0,0,1
"ENSMUSG00000116986",0,2,0,0,0,0,0,0
"ENSMUSG00000116988",17.051,20.249,4.606,20.663,0,14.463,6.347,0
"ENSMUSG00000116990",0,0,0,0,0,0,0,0
"ENSMUSG00000116991",0,0,0,0,2,0,0,1.001
